Amount.Requested,Loan.Amount,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.,Employment.Length,Intercept
65110,2000,14,36,debt_consolidation,0.22,MN,RENT,4333.33,675,9,8496,1,4 years,1
4587,11200,14,36,home_improvement,0.18,CT,MORTGAGE,2773.33,680,6,6720,3,5 years,1
93766,28000,8,36,credit_card,0.12,CA,RENT,11250,730,10,40302,1,10+ years,1
83592,28000,22,60,debt_consolidation,0.17,TX,MORTGAGE,10166.67,680,12,43182,1,4 years,1
2805,3000,15,36,major_purchase,0.19,OK,MORTGAGE,3466.67,660,9,4285,3,2 years,1
70589,7200,12,36,credit_card,0.29,CA,RENT,4166.67,680,12,5165,0,10+ years,1
21690,4600,5,36,home_improvement,0.03,OH,MORTGAGE,3664.25,775,6,3127,0,10+ years,1
29803,8000,7,36,small_business,0.09,CA,MORTGAGE,5833.33,790,5,4469,2,3 years,1
87162,20125,18,36,credit_card,0.11,NY,MORTGAGE,8937.5,675,14,12418,0,2 years,1
70443,19050,14,60,debt_consolidation,0.11,CA,MORTGAGE,5000,740,16,19988,4,3 years,1
28432,21850,19,60,credit_card,0.2,LA,RENT,4400,680,7,9171,0,4 years,1
13712,5000,10,36,moving,0.19,MA,RENT,4200,715,7,1109,0,3 years,1
84889,12000,15,36,debt_consolidation,0.08,MA,RENT,7750,670,10,16132,0,10+ years,1
40381,5800,6,36,credit_card,0.07,MA,RENT,5208.33,760,7,4965,0,4 years,1
39867,10000,12,36,other,0.13,NJ,RENT,5800,710,9,4214,0,3 years,1
75600,4800,8,36,credit_card,0.17,NC,MORTGAGE,6250,705,7,4195,0,10+ years,1
27623,8000,11,36,debt_consolidation,0.17,PA,RENT,2500,705,13,7027,1,3 years,1
69389,9750,16,36,debt_consolidation,0.34,TX,MORTGAGE,3119.92,670,12,8774,1,5 years,1
35351,4000,13,36,major_purchase,0.01,CA,RENT,9583.33,705,8,5304,1,2 years,1
29981,3000,11,36,debt_consolidation,0.21,CA,RENT,5583.33,695,6,1531,2,10+ years,1
74258,16000,16,36,credit_card,0.11,TX,RENT,5075,690,15,22380,2,3 years,1
3209,12000,10,36,car,0.15,GA,MORTGAGE,3000,750,8,20328,0,< 1 year,1
1364,7500,12,36,home_improvement,0.18,OR,MORTGAGE,2500,690,7,6349,1,4 years,1
68023,9600,8,36,debt_consolidation,0.06,AZ,MORTGAGE,6500,725,8,23353,3,6 years,1
64660,23850,23,60,debt_consolidation,0.21,TX,MORTGAGE,5000,670,13,17587,1,4 years,1
59812,6250,14,36,debt_consolidation,0.2,FL,RENT,4248.33,680,9,9991,2,< 1 year,1
14213,16750,8,36,debt_consolidation,0.21,TX,MORTGAGE,3778.67,745,9,22352,0,10+ years,1
34627,4000,13,36,major_purchase,0.03,CA,RENT,1600,730,3,1295,3,< 1 year,1
55924,23500,19,36,credit_card,0.2,WA,RENT,6800,670,17,31812,3,2 years,1
103315,3600,13,36,educational,0.03,FL,RENT,2000,705,8,2650,4,n/a,1
22700,1900,7,36,other,0.23,FL,RENT,2208.33,725,11,8508,1,3 years,1
51163,22500,8,36,other,0.2,IL,OWN,5208.33,755,5,22876,0,10+ years,1
27554,12000,8,60,debt_consolidation,0.11,GA,MORTGAGE,4425.17,780,9,14816,0,10+ years,1
34472,15000,13,60,debt_consolidation,0.16,NY,MORTGAGE,4500,730,17,18592,2,1 year,1
93022,32000,17,36,other,0.1,NH,MORTGAGE,19166.67,705,8,66885,1,5 years,1
49403,24000,24,60,debt_consolidation,0.21,VA,RENT,4583.33,665,13,28399,1,10+ years,1
78078,5500,16,36,vacation,0.2,CA,RENT,5416.67,670,13,13079,3,9 years,1
14052,7300,8,36,credit_card,0.12,FL,RENT,3090.5,735,5,13459,0,7 years,1
44471,25000,13,60,debt_consolidation,0.28,NY,RENT,7250,740,14,19598,0,6 years,1
76696,4575,11,36,credit_card,0.21,TX,OWN,1280,690,8,9484,0,< 1 year,1
7518,10000,15,36,debt_consolidation,0.16,FL,MORTGAGE,3416.67,685,24,16591,0,10+ years,1
37177,20000,16,60,credit_card,0.24,CA,MORTGAGE,5000,705,10,20062,3,10+ years,1
93253,11100,11,36,credit_card,0.3,NM,MORTGAGE,4000,715,10,13410,3,6 years,1
55625,17000,11,60,debt_consolidation,0.11,AL,MORTGAGE,4166.67,760,10,19020,0,10+ years,1
55934,12000,14,36,debt_consolidation,0.17,CA,RENT,2000,675,6,7552,0,10+ years,1
50756,24000,12,36,wedding,0.23,TX,RENT,8750,715,12,29683,0,9 years,1
90712,7000,18,36,credit_card,0.08,OK,RENT,6000,690,5,6623,0,10+ years,1
82079,10000,12,36,debt_consolidation,0.2,CA,RENT,5833.33,695,16,25687,0,4 years,1
47958,14000,7,36,credit_card,0.29,NY,RENT,4250,745,16,1850,1,8 years,1
77601,3250,8,36,credit_card,0.03,CA,RENT,2083.33,745,6,2114,1,3 years,1
82780,18000,11,36,debt_consolidation,0.12,FL,RENT,5100,715,8,17139,0,1 year,1
67401,19500,21,36,debt_consolidation,0.27,VA,MORTGAGE,5125,660,11,29033,0,10+ years,1
35797,5000,6,36,debt_consolidation,0.3,CA,OWN,2083.33,785,12,22141,0,n/a,1
34240,20000,18,60,debt_consolidation,0.18,OH,RENT,4250,700,10,11805,0,4 years,1
24846,6000,13,36,debt_consolidation,0.2,NJ,RENT,7500,680,6,6686,1,10+ years,1
63299,14300,14,36,debt_consolidation,0.22,DE,MORTGAGE,7750,695,11,25213,2,4 years,1
60580,12800,12,36,credit_card,0.1,NC,MORTGAGE,5000,690,9,33085,0,10+ years,1
68850,3000,8,36,major_purchase,0.18,LA,RENT,3458.33,720,8,2999,0,1 year,1
72217,25000,13,36,debt_consolidation,0.18,FL,MORTGAGE,14166.67,705,21,96169,0,10+ years,1
55800,18000,12,36,credit_card,0.22,MA,RENT,4583.33,700,13,17868,0,10+ years,1
86233,9750,15,36,debt_consolidation,0.14,MT,OWN,2518.67,665,7,13209,0,10+ years,1
39482,5000,12,36,debt_consolidation,0.24,SC,RENT,2500,695,8,7980,2,2 years,1
45494,4000,13,36,car,0.22,CO,RENT,2000,685,16,1625,3,< 1 year,1
46604,1200,8,36,debt_consolidation,0.07,CT,RENT,1300,710,8,1775,0,n/a,1
96371,12000,17,36,debt_consolidation,0.2,CA,RENT,5416.67,660,7,3747,0,< 1 year,1
34831,5000,16,36,credit_card,0.1,FL,OWN,1733.33,665,11,4366,3,< 1 year,1
54689,21700,8,36,debt_consolidation,0.05,CA,MORTGAGE,15000,780,5,128707,0,2 years,1
73287,21850,16,60,debt_consolidation,0.32,GA,MORTGAGE,4628,715,17,32103,1,10+ years,1
10206,12000,11,36,home_improvement,0.15,MA,MORTGAGE,5833.33,705,7,2701,0,9 years,1
95580,7000,18,36,other,0.16,FL,MORTGAGE,4166.67,675,7,4167,0,10+ years,1
101205,32000,24,60,moving,0.08,NC,MORTGAGE,16666.67,700,5,50330,2,8 years,1
35682,13000,14,60,debt_consolidation,0.18,WA,RENT,3302,720,5,15076,3,4 years,1
43071,12000,12,36,credit_card,0.14,AZ,MORTGAGE,2916.67,680,10,13576,0,5 years,1
41739,25475,19,60,debt_consolidation,0.22,FL,RENT,5000.67,680,17,24081,1,< 1 year,1
72931,10000,11,36,credit_card,0.26,CA,RENT,2833.33,700,8,6521,0,7 years,1
45317,5000,12,36,other,0.25,TX,MORTGAGE,8416.67,695,20,58836,1,< 1 year,1
12277,10000,8,36,debt_consolidation,0.19,MA,MORTGAGE,4300,760,15,24413,1,10+ years,1
79495,4000,14,36,debt_consolidation,0.26,OH,MORTGAGE,3333.33,675,12,19443,1,9 years,1
11875,8000,10,36,debt_consolidation,0.02,CA,RENT,2800,720,5,2186,0,3 years,1
33968,35000,11,36,debt_consolidation,0.09,MD,MORTGAGE,18750,735,13,18528,3,6 years,1
735,9000,11,36,credit_card,0.13,MI,MORTGAGE,5666.67,685,22,36164,1,8 years,1
43702,9000,6,36,debt_consolidation,0.06,NY,MORTGAGE,8333.33,775,9,1717,0,1 year,1
99006,24000,17,60,debt_consolidation,0.21,GA,OWN,6250,675,10,17780,0,7 years,1
84307,18000,13,60,debt_consolidation,0.17,CT,RENT,7083.33,750,8,2234,2,6 years,1
21504,4000,14,60,major_purchase,0.13,FL,OWN,3500,695,5,8518,1,3 years,1
96798,15000,7,36,debt_consolidation,0.03,NJ,MORTGAGE,6250,755,8,13131,0,n/a,1
83586,6075,17,36,debt_consolidation,0.2,NY,OWN,2666.67,660,15,7515,2,< 1 year,1
30986,13800,17,60,medical,0.02,NY,RENT,4166.67,710,3,2766,0,8 years,1
37090,10000,19,60,debt_consolidation,0.12,CA,RENT,6800,700,24,8311,1,4 years,1
103512,8000,11,36,credit_card,0.13,FL,MORTGAGE,7000,735,3,175087,1,10+ years,1
57472,15000,17,36,debt_consolidation,0.33,WY,RENT,3000,670,20,15092,0,10+ years,1
90568,4800,7,36,car,0.1,TX,MORTGAGE,7291.67,815,14,0,0,< 1 year,1
17240,24250,12,60,credit_card,0.24,OH,MORTGAGE,5833.33,730,6,31061,2,10+ years,1
15315,7000,7,36,vacation,0.21,CA,RENT,3000,715,12,10784,1,5 years,1
60875,10500,12,36,major_purchase,0.05,NY,RENT,5000,700,4,502,0,2 years,1
74855,25000,21,60,debt_consolidation,0.24,NV,MORTGAGE,5666.67,690,8,27699,1,8 years,1
61143,21000,14,60,debt_consolidation,0.06,OH,MORTGAGE,8333.33,715,10,22196,0,10+ years,1
103140,14400,14,36,debt_consolidation,0.24,PA,MORTGAGE,5833.33,685,9,25515,5,8 years,1
49664,9600,11,36,debt_consolidation,0.09,MA,RENT,3458.33,720,4,8915,0,10+ years,1
17864,12000,9,60,credit_card,0.19,MT,MORTGAGE,4000,795,7,143151,0,4 years,1
14831,10000,12,36,major_purchase,0.11,GA,OWN,13333,705,12,36672,2,1 year,1
35303,4000,15,36,moving,0.22,CA,RENT,4000,665,10,18833,2,< 1 year,1
94468,20000,21,36,debt_consolidation,0.19,FL,RENT,6000,665,7,21202,2,10+ years,1
100313,31300,23,60,debt_consolidation,0.34,MD,OWN,5833.33,665,11,25344,0,5 years,1
74445,6900,8,36,home_improvement,0.14,MI,OWN,2750,710,14,4087,0,6 years,1
23377,30000,18,60,wedding,0.24,NY,RENT,5632.33,690,10,24217,0,5 years,1
32593,2000,12,36,wedding,0.02,NY,RENT,2518.75,675,5,985,0,7 years,1
41282,12000,8,36,credit_card,0.13,NJ,OWN,5833.33,725,8,9866,0,4 years,1
22718,3300,10,36,small_business,0.05,AL,RENT,3125,690,8,2623,0,7 years,1
86599,25000,14,36,credit_card,0.15,CA,MORTGAGE,10000,695,16,46708,0,10+ years,1
10917,6000,10,36,debt_consolidation,0.07,GA,RENT,2300,720,5,4006,1,2 years,1
101429,3250,21,36,small_business,0.32,OR,RENT,2858.33,690,5,17662,0,6 years,1
16221,16500,12,60,home_improvement,0.06,MA,MORTGAGE,5833.33,715,8,30455,2,< 1 year,1
79704,31000,21,60,debt_consolidation,0.11,NY,RENT,5833.33,705,12,27120,0,< 1 year,1
94981,4000,14,36,debt_consolidation,0.03,KS,MORTGAGE,2916.67,750,2,2476,0,10+ years,1
30378,6000,17,36,moving,0.02,MD,RENT,4416.67,665,3,2426,2,8 years,1
101294,7500,7,36,debt_consolidation,0.13,PA,MORTGAGE,9583.33,710,20,22464,0,4 years,1
30341,12000,8,36,debt_consolidation,0.08,CA,RENT,4500,745,12,8422,0,10+ years,1
99706,20000,18,36,debt_consolidation,0.22,CA,RENT,6666.67,685,20,22990,6,10+ years,1
80944,24000,22,60,debt_consolidation,0.31,VA,MORTGAGE,10104.17,675,14,37686,0,10+ years,1
54289,7500,20,36,debt_consolidation,0.19,CA,RENT,3348,660,8,5322,0,10+ years,1
101647,6250,18,36,debt_consolidation,0.2,IN,RENT,2916.67,655,17,17659,9,< 1 year,1
21203,5000,7,36,home_improvement,0.11,TX,MORTGAGE,7083.33,755,9,0,3,1 year,1
18933,10000,11,36,small_business,0.23,NY,MORTGAGE,5416.67,710,4,20143,1,10+ years,1
17315,12000,7,36,debt_consolidation,0.18,WA,RENT,5200,710,16,8182,0,< 1 year,1
2987,7000,9,36,debt_consolidation,0.08,CA,RENT,5000,745,6,3337,1,< 1 year,1
28478,4000,7,36,car,0.01,CA,RENT,5416.67,755,4,929,0,1 year,1
66430,7800,13,36,credit_card,0.16,FL,MORTGAGE,5000,680,8,12889,0,5 years,1
40357,15000,15,36,debt_consolidation,0.16,WV,RENT,6666.67,680,11,23226,1,2 years,1
68833,14125,18,36,debt_consolidation,0.08,NY,RENT,3000,670,6,8992,1,10+ years,1
23553,8000,5,36,credit_card,0.04,CA,OWN,3936,780,7,5235,0,10+ years,1
29165,4325,7,36,credit_card,0.05,FL,MORTGAGE,3691.67,715,9,5074,0,10+ years,1
40616,15000,13,36,car,0.1,VA,RENT,3000,705,9,7005,1,4 years,1
63687,12000,10,36,debt_consolidation,0.28,NY,RENT,2916.67,710,8,6913,0,3 years,1
41195,6575,9,36,debt_consolidation,0.04,FL,MORTGAGE,7500,710,5,6670,0,8 years,1
78765,9000,10,36,debt_consolidation,0.14,CA,RENT,5166.67,710,10,6490,0,10+ years,1
15631,4500,9,36,credit_card,0.07,OR,MORTGAGE,5250,710,10,9356,2,9 years,1
9367,20000,10,36,credit_card,0.13,FL,MORTGAGE,10000,750,14,25668,1,8 years,1
9658,1950,13,36,other,0.15,CA,RENT,2600,680,6,4100,1,3 years,1
41411,35000,16,36,debt_consolidation,0.17,NY,MORTGAGE,39583.33,705,14,55965,2,10+ years,1
92344,8000,14,36,credit_card,0.16,OK,RENT,4166.67,675,12,16838,0,5 years,1
25040,15000,11,36,medical,0.08,CA,RENT,8750,740,6,6056,1,9 years,1
20709,5650,8,36,debt_consolidation,0.16,GA,MORTGAGE,5100,700,6,9863,0,1 year,1
89473,6800,16,36,debt_consolidation,0.15,NC,RENT,2708.33,680,5,2964,0,1 year,1
97353,3000,19,36,other,0.29,CA,MORTGAGE,7116.25,660,7,7416,0,10+ years,1
76770,5675,11,36,debt_consolidation,0.29,CA,RENT,2333.33,705,6,9687,1,5 years,1
11185,12000,18,60,debt_consolidation,0.01,KY,MORTGAGE,6500,670,4,1549,1,10+ years,1
91147,11100,15,36,debt_consolidation,0.12,WA,MORTGAGE,2666.67,680,12,8990,0,10+ years,1
77149,16000,19,60,debt_consolidation,0.18,NY,RENT,6666.67,690,16,11232,2,5 years,1
29794,4800,11,36,debt_consolidation,0.2,IL,RENT,2666.67,710,5,3831,1,6 years,1
68987,6200,15,36,credit_card,0.21,CA,RENT,1940,665,5,16850,0,n/a,1
68857,6000,10,36,credit_card,0.16,CA,OWN,5166.67,710,13,8862,3,7 years,1
17655,2250,10,36,car,0.18,GA,OWN,5833.33,680,12,14637,0,2 years,1
11779,24000,14,60,debt_consolidation,0.11,OH,MORTGAGE,7750,715,11,2594,2,5 years,1
60117,10000,12,36,debt_consolidation,0.06,PA,RENT,4333.33,695,6,4665,0,1 year,1
101061,10000,14,36,debt_consolidation,0.17,AZ,MORTGAGE,10416.67,670,12,12492,4,10+ years,1
95951,12000,13,36,credit_card,0.06,IL,MORTGAGE,4833.33,665,9,12025,0,9 years,1
99334,12000,13,36,debt_consolidation,0.18,NC,RENT,3916.67,690,14,12134,0,8 years,1
3079,20800,12,36,credit_card,0.17,TX,MORTGAGE,5833.33,750,11,14337,0,10+ years,1
33181,8000,13,36,debt_consolidation,0.17,SC,MORTGAGE,7083,695,11,9345,3,4 years,1
77578,10000,10,36,debt_consolidation,0.12,CA,RENT,4166.67,705,9,10979,0,4 years,1
34744,6000,14,36,debt_consolidation,0.08,IL,MORTGAGE,5184.75,675,8,14422,0,2 years,1
81395,4500,12,36,debt_consolidation,0.14,AZ,RENT,1250,675,8,6265,0,5 years,1
27061,3600,7,36,medical,0.16,TX,RENT,2500,740,8,650,0,< 1 year,1
70210,11200,16,36,debt_consolidation,0.12,FL,RENT,2666.67,675,9,5666,1,10+ years,1
10441,4000,11,36,other,0.14,VA,MORTGAGE,4700,695,7,19310,3,n/a,1
24517,6000,13,60,debt_consolidation,0.14,KY,RENT,3458,690,6,2072,0,10+ years,1
76286,17000,13,36,debt_consolidation,0.15,CO,MORTGAGE,10666.67,720,18,26539,1,10+ years,1
94792,8000,13,36,debt_consolidation,0.07,UT,MORTGAGE,4583.33,665,13,9085,1,10+ years,1
4921,2800,7,36,educational,0.08,MD,MORTGAGE,4158,805,12,562,0,8 years,1
56382,12375,6,36,debt_consolidation,0.19,PA,MORTGAGE,6750,790,11,8135,0,1 year,1
96461,18825,17,60,credit_card,0.33,MI,MORTGAGE,3583.33,690,12,13426,0,8 years,1
82091,9600,11,36,debt_consolidation,0.24,CO,MORTGAGE,4389.92,715,10,2195,1,8 years,1
72589,14400,13,36,credit_card,0.11,CA,RENT,5000,680,13,19772,0,8 years,1
14073,6000,18,60,vacation,0.15,NJ,OWN,4416.67,660,9,28349,3,10+ years,1
48356,9000,6,36,major_purchase,0.09,NY,MORTGAGE,14166.67,770,13,40909,0,4 years,1
14728,20000,12,60,wedding,0.16,NJ,RENT,4166.67,735,11,3202,0,3 years,1
20698,15000,13,36,house,0.23,FL,MORTGAGE,3750,685,12,21016,0,10+ years,1
94912,20000,11,60,debt_consolidation,0.23,WA,MORTGAGE,9166.67,735,24,53494,2,10+ years,1
25018,13750,20,60,medical,0.22,FL,MORTGAGE,2916.67,665,7,4690,2,2 years,1
103622,6000,17,60,home_improvement,0.18,VA,MORTGAGE,13625,675,10,26688,4,10+ years,1
49201,20000,8,36,debt_consolidation,0.1,AR,MORTGAGE,10400,735,14,15626,0,2 years,1
25680,12800,11,60,home_improvement,0.2,NC,MORTGAGE,3333.33,720,13,24723,0,5 years,1
71671,6000,6,36,debt_consolidation,0.08,NY,MORTGAGE,3666.67,780,19,6275,1,4 years,1
39314,12000,8,36,debt_consolidation,0.13,CA,RENT,7166.67,735,16,13715,1,4 years,1
96016,12500,13,36,credit_card,0.28,PA,RENT,3416.67,690,12,14174,0,6 years,1
37380,5000,18,36,other,0.05,AZ,RENT,1800,665,2,1749,0,< 1 year,1
72539,4950,14,36,debt_consolidation,0.09,FL,OWN,2916.67,675,11,7931,2,6 years,1
63746,30000,13,60,other,0.16,CA,RENT,20416.67,755,6,0,0,2 years,1
90871,10000,12,36,debt_consolidation,0.14,IL,MORTGAGE,6083.33,670,13,19263,1,8 years,1
46022,6000,15,36,debt_consolidation,0.12,TX,MORTGAGE,14333.33,670,11,31640,1,10+ years,1
46841,24000,8,36,debt_consolidation,0.21,TX,MORTGAGE,10166.67,750,15,29523,1,2 years,1
20801,14000,10,60,debt_consolidation,0.1,NJ,MORTGAGE,11333.33,745,6,27477,0,4 years,1
24542,6000,7,36,credit_card,0.19,IL,RENT,2100,715,8,2376,0,2 years,1
76320,22400,13,36,debt_consolidation,0.16,PA,RENT,7375,690,8,9673,0,10+ years,1
43622,8000,8,36,vacation,0,NY,RENT,7300,795,2,0,0,10+ years,1
63810,24575,20,36,credit_card,0.19,CO,MORTGAGE,5166.67,665,8,23157,0,10+ years,1
104166,8000,15,60,credit_card,0.06,NJ,MORTGAGE,4833.33,675,8,9676,4,6 years,1
93723,10000,14,36,debt_consolidation,0.13,FL,MORTGAGE,7916.67,670,11,8271,3,6 years,1
38826,29000,11,60,debt_consolidation,0.04,NH,MORTGAGE,15000,745,12,55964,0,10+ years,1
61123,5400,6,36,credit_card,0.04,SD,OWN,2333.33,805,9,4224,0,6 years,1
75477,12375,7,36,debt_consolidation,0.31,PA,MORTGAGE,3500,735,16,14037,0,2 years,1
54656,30000,16,60,debt_consolidation,0.21,GA,MORTGAGE,6666.67,720,14,32854,2,10+ years,1
34996,5000,6,36,major_purchase,0.03,NY,RENT,3033,770,7,3663,0,8 years,1
38741,6200,19,60,credit_card,0.11,WA,MORTGAGE,4250,670,9,5936,3,9 years,1
29942,7000,7,36,major_purchase,0.07,PA,OWN,6280,750,14,353,0,4 years,1
73179,29175,21,60,credit_card,0.09,MA,RENT,12500,695,9,15308,2,4 years,1
29754,35000,17,60,debt_consolidation,0.06,NY,MORTGAGE,16133.33,725,11,32222,0,2 years,1
24598,6000,17,60,debt_consolidation,0.09,NY,RENT,2400,680,7,7261,2,2 years,1
40139,35000,12,60,debt_consolidation,0.13,OK,MORTGAGE,12083.33,730,15,18385,0,< 1 year,1
3201,16400,14,36,small_business,0.17,VA,MORTGAGE,6074.17,680,14,23831,2,1 year,1
28230,8450,13,60,major_purchase,0.13,TX,MORTGAGE,1375,775,2,0,1,2 years,1
51424,18000,18,36,debt_consolidation,0.2,WA,RENT,6916.67,665,15,23786,0,10+ years,1
28451,12375,13,36,debt_consolidation,0.25,AZ,MORTGAGE,4416.67,675,7,32725,0,9 years,1
30070,10000,5,36,home_improvement,0.02,CA,MORTGAGE,8000,795,6,8974,0,3 years,1
87108,2000,14,36,debt_consolidation,0.28,MI,MORTGAGE,3513.33,680,18,23635,3,10+ years,1
98762,12000,22,60,debt_consolidation,0.13,OH,MORTGAGE,2866.5,665,5,9626,1,10+ years,1
60055,5000,8,36,other,0.16,MA,RENT,3750,740,6,1703,3,8 years,1
34591,12000,6,36,major_purchase,0.03,MO,MORTGAGE,3416.67,785,6,3732,0,10+ years,1
57677,6000,14,36,home_improvement,0.13,WY,MORTGAGE,10000,665,9,8230,0,5 years,1
24590,13000,10,60,home_improvement,0.09,OH,MORTGAGE,10500,800,8,6810,0,10+ years,1
96693,4750,17,36,other,0.18,FL,MORTGAGE,3583.33,755,11,2964,2,5 years,1
71481,10000,18,36,small_business,0.13,OR,MORTGAGE,11250,665,13,16740,2,10+ years,1
80956,1000,15,36,moving,0.25,NV,OWN,3176,675,6,10982,2,5 years,1
92077,9600,16,36,debt_consolidation,0.27,TX,RENT,5166.67,670,14,5639,0,3 years,1
72346,3625,14,36,debt_consolidation,0.11,FL,MORTGAGE,3895,665,9,12251,0,10+ years,1
96897,10000,13,36,debt_consolidation,0.08,CO,OWN,3500,685,11,11401,1,10+ years,1
34644,19425,12,60,debt_consolidation,0.18,CA,MORTGAGE,3225.23,745,10,6782,1,2 years,1
56674,8400,14,36,credit_card,0.17,TX,RENT,4583.33,695,14,20318,2,5 years,1
24980,10000,14,36,debt_consolidation,0.18,CA,RENT,4166.67,680,9,10545,1,3 years,1
13069,6000,13,36,debt_consolidation,0.22,FL,MORTGAGE,9367,685,13,33815,0,1 year,1
70800,10000,14,36,debt_consolidation,0.25,NV,RENT,4666.67,670,9,19479,0,10+ years,1
54229,6000,12,36,debt_consolidation,0.16,NM,RENT,1312.08,675,7,12475,0,1 year,1
89139,16000,15,60,major_purchase,0.16,NY,RENT,11250,675,10,15550,0,2 years,1
91401,22000,17,36,credit_card,0.18,CA,MORTGAGE,8666.67,660,12,9317,2,10+ years,1
15083,25000,21,36,credit_card,0.08,CA,MORTGAGE,12500,670,3,26057,0,10+ years,1
84592,13200,20,36,credit_card,0.09,CA,MORTGAGE,5083.33,665,5,10771,0,10+ years,1
16548,24000,10,60,debt_consolidation,0.08,AL,MORTGAGE,8083.33,765,9,13559,0,10+ years,1
3591,12250,15,36,debt_consolidation,0.24,GA,MORTGAGE,7416.67,660,13,19136,1,8 years,1
91669,21000,11,60,debt_consolidation,0.16,NY,MORTGAGE,7083.33,705,8,22298,1,9 years,1
66349,9000,14,36,credit_card,0.15,CO,MORTGAGE,7083.33,685,19,11077,1,2 years,1
59388,5000,11,36,credit_card,0.18,OH,RENT,4665.83,690,21,4677,0,4 years,1
44394,35000,9,36,debt_consolidation,0.18,LA,OWN,8750,775,8,31600,3,< 1 year,1
85008,20000,22,60,credit_card,0.25,NY,OTHER,6416.67,670,15,14115,0,10+ years,1
91394,12000,8,36,debt_consolidation,0.13,VA,RENT,10000,705,9,23474,0,< 1 year,1
40061,10000,13,36,credit_card,0.22,NY,RENT,6000,680,8,11088,0,3 years,1
9216,10750,13,36,debt_consolidation,0.14,MI,MORTGAGE,4416.67,685,6,11525,0,10+ years,1
17731,4000,15,36,moving,0.22,CA,RENT,5600,680,8,7900,1,5 years,1
84394,10450,13,36,debt_consolidation,0.21,TX,RENT,2658.83,705,10,13371,1,10+ years,1
74496,3000,9,36,home_improvement,0.17,NY,MORTGAGE,4166.67,725,4,8082,0,3 years,1
78960,11000,12,36,debt_consolidation,0.06,CA,MORTGAGE,4583.33,695,11,12361,0,10+ years,1
76662,7500,13,36,debt_consolidation,0.08,NJ,RENT,2796.8,690,4,4788,0,7 years,1
11174,7350,11,36,debt_consolidation,0.2,OR,MORTGAGE,4000,710,17,33178,0,4 years,1
44650,10000,11,36,debt_consolidation,0.1,NY,RENT,5000,720,6,5510,2,3 years,1
44434,8000,17,36,other,0.12,MI,RENT,1750,665,9,5828,0,4 years,1
78935,33600,24,60,debt_consolidation,0.19,UT,RENT,7666.67,660,18,12337,0,10+ years,1
36760,12000,15,60,credit_card,0.17,VA,RENT,4333.33,700,15,17997,1,< 1 year,1
28305,5000,17,60,car,0.17,PA,RENT,2400,670,6,2023,1,3 years,1
83591,10000,11,36,credit_card,0.12,VA,MORTGAGE,12083.33,715,14,38378,1,2 years,1
84575,2075,10,36,debt_consolidation,0.22,SC,RENT,2250,700,5,7195,0,2 years,1
103448,16000,17,36,credit_card,0.2,TX,MORTGAGE,6250,665,18,30772,5,1 year,1
60833,6000,12,36,credit_card,0.31,CT,MORTGAGE,4166.67,695,8,13250,1,n/a,1
55999,8600,14,36,credit_card,0.09,CA,RENT,4500,680,6,11183,0,5 years,1
80302,16800,8,60,debt_consolidation,0.03,FL,MORTGAGE,10666.67,815,7,4757,0,10+ years,1
44003,7200,8,36,medical,0.04,NJ,RENT,3000,755,6,75,1,6 years,1
72532,9000,13,36,wedding,0.25,CA,MORTGAGE,5000,700,12,4621,3,6 years,1
6211,10000,13,36,debt_consolidation,0.21,GA,MORTGAGE,8333.33,715,24,9470,1,< 1 year,1
77113,11350,14,36,debt_consolidation,0.27,AZ,RENT,2783.33,675,14,11031,0,< 1 year,1
71064,6000,17,60,home_improvement,0.11,TX,MORTGAGE,8750,685,5,10980,2,6 years,1
62035,4000,12,36,small_business,0.18,AL,RENT,2250,680,7,1955,0,< 1 year,1
46097,6400,11,36,debt_consolidation,0.19,DC,RENT,3833.33,690,13,10451,0,< 1 year,1
50231,3000,18,36,debt_consolidation,0.23,AL,MORTGAGE,4820,660,23,7949,3,7 years,1
15543,1125,6,36,credit_card,0.18,FL,OWN,3083.33,750,8,3935,0,6 years,1
47985,28000,13,60,small_business,0,CO,RENT,4806,795,6,0,1,4 years,1
90988,6000,9,36,credit_card,0.25,CA,RENT,6666.67,685,22,6462,0,2 years,1
84341,5000,6,36,other,0.06,TX,MORTGAGE,5416.67,795,13,4956,0,8 years,1
39507,20000,20,60,debt_consolidation,0.21,AK,OWN,4916.67,665,16,32137,2,10+ years,1
31960,9200,7,36,credit_card,0.22,PA,RENT,2416.67,730,10,21323,1,10+ years,1
84317,35000,13,60,other,0.12,CA,MORTGAGE,20833.33,740,13,40765,0,5 years,1
77987,18000,20,60,debt_consolidation,0.29,CA,RENT,3750,675,18,8165,0,6 years,1
29223,8250,7,36,credit_card,0.24,CO,RENT,2100,720,7,9469,0,1 year,1
26120,1200,7,36,other,0.18,AL,OWN,1666.67,710,10,9154,0,10+ years,1
20433,10000,10,36,credit_card,0.18,NY,RENT,7500,705,8,52045,0,10+ years,1
92965,35000,17,60,debt_consolidation,0.15,MA,MORTGAGE,9000,700,8,41226,1,10+ years,1
71638,18000,15,36,debt_consolidation,0.16,NM,MORTGAGE,6666.67,690,10,21174,0,10+ years,1
